target	offset_start	offset_end	context	sense	comments		
indicated	83	92	"#12-1 Man charged over motorway bridge collapse in Kent, England Reports yesterday indicated a 63-year-old man has been charged in connection with the collapse of a pedestrian bridge onto the M20 motorway in Kent, England last year."	SHOW | Showing and demonstrating ['indicate']	-		
indicated	17	26	#10-27 Trump has indicated he seeks closer ties with Russia.	SHOW | Showing and demonstrating ['indicate']	-		
indicated	249	258	"The Arbitration Committee has explained the procedure to be followed with respect to the review of blocks based on CheckUser data as follows : Do not make an unblock request that includes a request for checkuser to `` prove your innocence '' ... as indicated at Sockpuppet investigations those are so rarely done that you 're better off not asking ( besides , it is difficult to use it to prove that two editors are different people ) ."	SHOW | Showing and demonstrating ['indicate']	-		
indicated	56	65	"The Britain-based monitoring group said initial reports indicated that three troop carriers were destroyed in the clashes that began at dawn on the outskirts of the rebel-held city, located in Homs province."	SHOW | Showing and demonstrating ['indicate']	-		
indicating	146	156	"On the flight deck , the definitive instrument for measuring altitude is the pressure altimeter , which is an aneroid barometer with a front face indicating distance ( feet or metres ) instead of atmospheric pressure ."	SHOW | Showing and demonstrating ['indicate']	-		
infect	141	147	"#42-97 So basically it seems like they collect it in order to keep diseases out of the nest, so they stop the disease before it can actually infect them."	DISEASE | Passing on illness & causing disease ['infect']	-		
infect	60	66	"#42-96 They collect this even if not infected, and when you infect them, they don't collect more of the resin than normal."	DISEASE | Passing on illness & causing disease ['infect']	-		
infecting	47	56	"#42-89 This is probably for reducing chance of infecting nestmates, but of course it also reduces the work load of their nest-mates, as their corpse doesn't have to be dragged out etc."	DISEASE | Passing on illness & causing disease ['infect']	-		
infecting	153	162	"#42-66 So while the ants do not have 'rights' as such, we still try to handle them with as much respect as possible (even though the experiment involves infecting them with a deadly fungus)."	DISEASE | Passing on illness & causing disease ['infect']	-		
invited	28	35	"The same year , Kevin Smith invited Dushku to be a part of Jay and Silent Bob Strike Back ."	ASK TO AN EVENT | Inviting & summoning ['invite']	-		
invited	12	19	"Del Rosario invited Ma to the DFA Wednesday morning for further discussion of the issue, the DFA added."	ASK TO AN EVENT | Inviting & summoning ['invite']	-		
invited	93	100	The letter stated that the boy would now like to be a cavalryman `` as his father was '' and invited the captain either to take him in or to hang him .	REQUEST FORMALLY | Making appeals & requests ['invite']	-		
invited	47	54	"#29-8 In reference to the seventeen candidates invited to the two August 6 Fox News debates, Martin casts himself as the ""eighteenth candidate,"" willing to participate in the second-tier debate."	ASK TO AN EVENT | Inviting & summoning ['invite']	-		
Job	6	9	"#25-2 Job growth has averaged 242,000 per month for the past year."	EMPLOYMENT | Unemployment	-		
Job	7	10	"#25-5 ""Job growth is quite strong,"" stated Jim O'Sullivan, chief economist at High Frequency Economics, a data analysis firm in New York."	EMPLOYMENT | Unemployment	-		
job	23	26	But we must finish the job we started in Afghanistan and end this war responsibly.	"RESPONSIBILITY | Duty, obligation and responsibility ['job'] "	-		
job	23	26	"But we must finish the job we started in Afghanistan and end this war responsibly,"" he said."	"RESPONSIBILITY | Duty, obligation and responsibility ['job']"	-		
job	225	228	"Meanwhile Mr Putin officially registered on to run for the presidency in March, but the unusually sustained protests of the past two days showed the indignation of the Russian opposition and suggested his drive to retake the job he held from 2000-2008 may not go as smoothly as expected."	EMPLOYMENT | Unemployment	-		
job	222	225	"Putin officially registered on Wednesday to run for the presidency in March, but the unusually sustained protests of the past two days showed the indignation of the Russian opposition and suggested his drive to retake the job he held from 2000-08 may not go as smoothly as expected."	EMPLOYMENT | Unemployment	-		
job	222	225	"Putin officially registered on Wednesday to run for the presidency in March, but the unusually sustained protests of the past two days showed the indignation of the Russian opposition and suggested his drive to retake the job he held from 2000-2008 may not go as smoothly as expected."	EMPLOYMENT | Unemployment	-		
job	178	181	"Putin, meanwhile, officially registered Wednesday to run for the presidency in March, but the unusually sustained protests of the past two days suggested his drive to retake the job he held from 2000-2008 may not go as smoothly as he had expected."	EMPLOYMENT | Unemployment	-		
job	52	55	"In Spain, one in four of its workforce is without a job, and the latest prediction from the EU says Spain is going to stay in recession for some time to come."	EMPLOYMENT | Unemployment	-		
job	181	184	"Putin, meanwhile, officially registered on Wednesday to run for the presidency in March, but the unusually sustained protests of the past two days suggested his drive to retake the job he held from 2000-2008 may not go as smoothly as he had expected."	EMPLOYMENT | Unemployment	-		
job	118	121	"#40-2 At least seven are reported dead, with over 100 buses and dozens of police stations burned, after protests over job quotas turned violent in several major cities including Ahmedabad, Surat, and Rajkot."	EMPLOYMENT | Unemployment	MWE | job quotas		
job	73	76	"After having a grant pulled out from under her , Tru is forced to take a job at a local morgue where she discovers her power to `` re-live '' the previous day over again if one of the deceased asks for her help to change what has happened ."	EMPLOYMENT | Unemployment	-		
jobs	136	140	"#40-9 However, they want their community to be given the status of Other Backward Class, which would result in eligibility for reserved jobs."	EMPLOYMENT | Unemployment	-		
jobs	30	34	"#25-1 US economy adds 215,000 jobs in July; unemployment rate remains steady at 5.3% The Bureau of Labor Statistics reported that the US economy added 215,000 jobs in July."	EMPLOYMENT | Unemployment	-		
jobs	159	163	"#25-1 US economy adds 215,000 jobs in July; unemployment rate remains steady at 5.3% The Bureau of Labor Statistics reported that the US economy added 215,000 jobs in July."	EMPLOYMENT | Unemployment	-		
jobs	94	98	"#25-3 Continuing a trend of steady employment growth, the United States economy added 215,000 jobs in July, the Bureau of Labor Statistics said on Friday."	EMPLOYMENT | Unemployment	-		
jobs	229	233	"#25-12 Although the Federal Reserve has not explicitly stated that they plan to raise interest rates in the near future, the US central bank has stated that it would raise rates when it has seen ""some further improvement"" in the jobs market."	EMPLOYMENT | Unemployment	MWE | job market		
killer	109	115	He said authorities have not yet determined the owner of then gun but they are pretty certain Thomas was the killer.	DEATH | Murderers & attackers ['killer']	-		
killer	42	48	"#11-1 Geneticists produce laser-activated killer mice In research released on Thursday in Cell, scientists from Yale University report they managed to trigger instinctive hunting behavior in mice using optogenetics, a manner of priming cells within an organism's brain to switch on when exposed to a laser."	DEATH | Murderers & attackers ['killer']	MWE | killer mice 		
Leader	22	28	#13-19 House Majority Leader Kevin McCarthy of California says legislation repealing Obamacare and replacing it could ready by late February.	CONTROLLING | People in charge of or controlling other people ['leader']	MWE | House Majority Leader		
Leader	43	49	#14-3 The pilot was identified as Squadron Leader Dilokrit Pattavee.	CONTROLLING | People in charge of or controlling other people ['leader']	MWE | Squadron Leader		
Leader	79	85	"#27-4 According to the report, the 63-year-old Choe had disagreed with Supreme Leader Kim Jong-un's forestry policies."	CONTROLLING | People in charge of or controlling other people ['leader']	MWE | Supreme Leader		
Leader	61	67	"Its best-known member was Bill Hayden , the Labor Opposition Leader between 1977 and 1983 , when he resigned under pressure the same day that the 1983 election which swept Bob Hawke to power was called ."	CONTROLLING | People in charge of or controlling other people ['leader']	MWE | Opposition Leader		
leader	119	125	"The agreement was long sought by the U.S.-backed government of Afghan President Hamid Karzai, the perpetually skittish leader who has publicly voiced fears of what would befall his country if the United States quickly packed up and left."	CONTROLLING | People in charge of or controlling other people ['leader']	-		
leader	77	83	"Speaking via Skype from Hama, activist Mousab Alhamadee said one local rebel leader was killed alongside five civilians."	CONTROLLING | People in charge of or controlling other people ['leader']	MWE | rebel leader		
leader	23	29	"MOSCOW - Former Soviet leader Mikhail Gorbachev urged Russian authorities to annul the results of the scandal-marred parliamentary election and hold a new vote, Russia's Interfax news agency reported Wednesday."	CONTROLLING | People in charge of or controlling other people ['leader']	-		
leader	227	233	"Former Soviet president says Kremlin must send people to the polls again or face long-term unrest over alleged voting fraud Russian authorities should annul the parliamentary vote results and hold a new election, the ex-Soviet leader Mikhail Gorbachev has urged, as popular indignation grows over alleged election fraud."	CONTROLLING | People in charge of or controlling other people ['leader']	-		
